,DTronc,LTronc,DChar,LChar,DChar1,LChar1,DChar2,LChar2,DChar3,LChar3,DChar4,LChar4,NumRam,DRam,LRam,PFr1,DFr1,PFr2,DFr2,PFr3,DFr3,PFr4,DFr4,PFr6,DFr6,DChar5,LChar5,PFr5,DFr5
36,69.0,34,37.0,68.0,15.5,-9.0,,,,,,,R37,8.0,1.5,86.0,48.0,,,,,,,,,0.0,0.0,,
37,69.0,34,37.0,68.0,15.5,13.0,29.0,7.0,,,,,R38,11.0,41.0,152.0,49.0,166.0,66.0,,,,,,,0.0,0.0,,
38,69.0,34,37.0,68.0,15.5,,,,,,,,R39,,,154.0,67.0,,,,,,,,,0.0,0.0,,
39,69.0,34,37.0,68.0,15.5,-13.0,,,,,,,R40,11.0,101.0,106.0,56.5,112.0,54.0,176.0,68.0,118.0,58.0,,,0.0,0.0,88.0,49.0
40,69.0,34,37.0,5.0,,,,,,,,,R41,5.0,25.0,96.0,52.0,,,,,,,,,0.0,0.0,,
41,69.0,34,37.0,36.0,40.0,19.0,,,,,,,R42,6.0,3.0,74.0,50.0,82.0,47.0,,,,,,,0.0,0.0,,
42,69.0,34,37.0,36.0,40.0,19.0,6.0,2.5,,,,,R43,6.0,31.0,104.0,46.0,76.0,61.0,,,,,,,0.0,0.0,,
43,69.0,34,37.0,36.0,40.0,48.0,38.0,9.0,,,,,R44,8.0,45.5,146.0,65.0,98.0,57.0,118.0,55.0,,,,,0.0,0.0,,
44,69.0,34,37.0,36.0,40.0,48.0,38.0,14.0,28.0,4.0,,,R45,6.5,4.0,166.0,64.0,,,,,,,,,0.0,0.0,,
45,69.0,34,37.0,36.0,40.0,48.0,38.0,14.0,28.0,6.0,14.0,4.0,R46,8.0,57.0,164.0,62.0,132.0,60.0,124.0,61.5,112.0,56.0,,,0.0,0.0,,
46,69.0,34,37.0,36.0,40.0,48.0,38.0,14.0,28.0,6.0,20.0,4.5,R47,12.0,76.0,182.0,64.0,152.0,66.0,182.0,70.0,146.0,64.0,,,0.0,0.0,200.0,76.0
47,69.0,34,37.0,40.0,,,,,,,,,R48,5.0,32.0,130.0,69.0,,,,,,,,,0.0,0.0,,
48,69.0,34,37.0,8.5,15.0,7.0,,,,,,,R49,7.0,53.0,106.0,56.0,,,,,,,,,0.0,0.0,,
49,69.0,34,37.0,61.0,,,,,,,,,R50,8.5,34.5,154.0,62.0,,,,,,,,,0.0,0.0,,
50,69.0,34,37.0,,,,,,,,,,R51,,,106.0,53.0,,,,,,,,,0.0,0.0,,
51,69.0,34,37.0,20.0,,,,,,,,,R52,7.0,68.5,104.0,64.0,106.0,58.0,,,,,,,0.0,0.0,,
52,69.0,34,37.0,20.0,53.0,12.0,,,,,,,R53,7.5,62.0,140.0,67.0,134.0,60.0,142.0,63.0,124.0,52.0,,,0.0,0.0,,
53,69.0,34,37.0,-82.0,21.5,20.0,,,,,,,R54,7.5,66.0,,,,,,,,,,,0.0,0.0,,
54,69.0,34,37.0,65.0,53.5,13.0,44.0,7.0,,,,,R55,8.0,64.0,108.0,64.0,154.0,62.0,136.0,59.0,110.0,58.0,,,0.0,0.0,,
55,69.0,34,37.0,23.0,,,,,,,,,R56,9.0,96.0,160.0,66.0,66.0,47.5,,,,,,,0.0,0.0,,
56,69.0,34,28.5,30.0,,,,,,,,,R57,10.0,89.0,194.0,70.5,106.0,56.0,136.0,61.0,,,,,0.0,0.0,,
57,69.0,34,28.5,35.0,14.5,4.5,,,,,,,R58,7.5,81.0,186.0,70.0,104.0,51.0,,,,,,,0.0,0.0,,
58,69.0,34,28.5,0.0,,,,,,,,,R59,7.0,77.0,168.0,65.0,108.0,57.0,92.0,49.0,,,,,0.0,0.0,,
59,69.0,34,28.5,28.0,48.5,66.5,,,,,,,R60,6.0,40.0,138.0,61.5,61.0,38.0,,,,,,,0.0,0.0,,
60,69.0,34,28.5,28.0,48.5,18.5,17.5,4.0,,,,,R61,5.0,62.0,160.0,55.0,108.0,44.0,100.0,56.0,,,,,0.0,0.0,,
61,69.0,34,28.5,28.0,48.5,15.0,,,,,,,R62,9.5,80.0,146.0,60.0,182.0,65.0,,,,,,,0.0,0.0,,
62,69.0,34,28.5,28.0,48.5,32.0,,,,,,,R63,15.0,74.0,188.0,57.0,196.0,69.0,,,,,,,0.0,0.0,,
63,69.0,34,28.5,28.0,48.5,14.0,,,,,,,R64,9.0,53.5,220.0,71.5,172.0,69.5,,,,,,,0.0,0.0,,
64,69.0,34,28.5,28.0,48.5,11.0,,,,,,,R65,6.5,14.5,164.0,61.5,55.0,39.0,,,,,,,0.0,0.0,,
65,69.0,34,28.5,28.0,48.5,-7.0,,,,,,,R66,9.0,91.0,154.0,62.0,140.0,63.5,194.0,68.0,,,,,0.0,0.0,,
66,69.0,34,28.5,28.0,48.5,46.0,,,,,,,R67,12.0,7.0,,,,,,,,,,,0.0,0.0,,
67,69.0,34,28.5,28.0,48.5,46.0,12.0,7.0,,,,,R68,9.0,55.0,142.0,63.0,160.0,67.0,,,,,,,0.0,0.0,,
68,69.0,34,28.5,28.0,48.5,9.0,,,,,,,R69,22.0,103.0,92.0,43.0,,,,,,,,,0.0,0.0,,
69,69.0,34,28.5,28.0,48.5,-55.0,,,,,,,R70,15.0,65.0,160.0,65.0,124.0,53.0,86.0,40.0,,,,,0.0,0.0,,
70,69.0,34,28.5,28.0,48.5,-14.0,,,,,,,R71,15.0,129.0,192.0,67.0,184.0,67.0,192.0,55.0,116.0,67.0,,,0.0,0.0,,
71,69.0,34,28.5,40.0,,,,,,,,,R72,,,158.0,63.0,176.0,66.5,,,,,,,0.0,0.0,,
72,69.0,34,28.5,40.0,,,,,,,,,R73,7.5,54.0,174.0,62.0,,,,,,,,,0.0,0.0,,
73,69.0,34,28.5,33.0,20.0,2.5,,,,,,,R74,5.5,54.0,158.0,67.0,38.0,41.5,,,,,,,0.0,0.0,,
74,69.0,34,28.5,33.0,20.0,3.0,,,,,,,R75,10.0,132.0,166.0,64.0,92.0,52.0,120.0,51.0,142.0,56.0,74.0,46.0,0.0,0.0,116.0,54.0
75,69.0,34,28.5,17.0,,,,,,,,,R76,13.5,120.0,164.0,63.0,,,,,,,,,0.0,0.0,,
76,69.0,34,28.5,17.0,,,,,,,,,R77,5.0,14.0,164.0,63.0,,,,,,,,,0.0,0.0,,
77,69.0,34,28.5,0.0,,,,,,,,,R78,8.0,70.0,142.0,69.0,180.0,69.0,152.0,55.0,,,,,0.0,0.0,,
78,69.0,34,28.5,20.0,,,,,,,,,R79,6.0,70.0,156.0,56.0,68.0,64.5,,,,,,,0.0,0.0,,
79,69.0,34,28.5,23.0,,,,,,,,,R80,4.0,6.0,116.0,59.0,,,,,,,,,0.0,0.0,,
80,69.0,34,28.5,18.0,,,,,,,,,R81,11.5,73.0,148.0,65.0,180.0,70.0,,,,,,,0.0,0.0,,
81,69.0,34,28.5,9.0,15.0,3.5,,,,,,,R82,7.0,96.0,142.0,62.0,210.0,63.0,120.0,67.0,,,,,0.0,0.0,,
82,69.0,34,28.5,9.0,15.0,17.0,,,,,,,R83,7.5,46.0,136.0,67.0,154.0,64.5,,,,,,,0.0,0.0,,
83,69.0,34,28.5,9.0,30.0,4.0,,,,,,,R84,13.5,106.0,184.0,59.0,212.0,72.5,210.0,72.5,156.0,66.0,192.0,69.0,0.0,0.0,150.0,63.5
84,69.0,34,28.5,9.0,30.0,20.0,,,,,,,R85,17.0,90.0,186.0,70.0,162.0,66.5,218.0,67.5,184.0,62.5,,,0.0,0.0,,
85,69.0,34,28.5,9.0,25.0,8.0,,,,,,,R86,15.0,128.0,232.0,69.0,202.0,70.0,,,,,,,0.0,0.0,,
86,69.0,34,32.0,85.0,,,,,,,,,R87,4.5,13.0,146.0,64.0,234.0,72.5,202.0,70.5,186.0,70.0,,,0.0,0.0,232.0,71.0
87,69.0,34,32.0,13.0,15.0,5.5,,,,,,,R88,11.0,63.0,58.0,36.0,,,,,,,,,0.0,0.0,,
88,69.0,34,32.0,17.0,,,,,,,,,R89,15.0,60.0,77.0,39.0,,,,,,,,,0.0,0.0,,
89,69.0,34,32.0,3.5,,,,,,,,,R90,5.0,4.0,160.0,64.0,,,,,,,,,0.0,0.0,,
90,69.0,34,32.0,25.0,18.0,2.5,,,,,,,R91,7.0,67.0,146.0,63.0,118.0,69.0,152.0,69.0,126.0,55.0,,,0.0,0.0,,
91,69.0,34,32.0,25.0,18.0,17.0,,,,,,,R92,7.5,40.0,110.0,58.0,120.0,54.0,,,,,,,0.0,0.0,,
92,69.0,34,32.0,25.0,18.0,41.0,,,,,,,R93,5.0,29.0,180.0,67.0,100.0,49.0,,,,,,,0.0,0.0,,
93,69.0,34,32.0,14.0,,,,,,,,,R94,5.5,43.5,160.0,67.0,,,,,,,,,0.0,0.0,,
94,69.0,34,32.0,6.0,,,,,,,,,R95,10.0,88.5,114.0,55.0,102.0,54.0,86.0,48.0,,,,,0.0,0.0,,
95,69.0,34,32.0,27.0,47.0,5.0,,,,,,,R96,9.0,96.0,226.0,69.0,136.0,72.0,,,,,,,0.0,0.0,,
96,69.0,34,32.0,23.0,,,,,,,,,R97,9.0,49.0,152.0,73.0,142.0,65.0,136.0,52.0,,,,,0.0,0.0,,
97,69.0,34,32.0,35.0,20.0,20.0,,,,,,,R98,8.0,28.0,152.0,68.0,128.0,56.0,,,,,,,0.0,0.0,,
98,69.0,34,32.0,35.0,20.0,2.5,,,,,,,R99,7.0,37.0,162.0,72.0,134.0,62.0,,,,,,,0.0,0.0,,
99,69.0,34,32.0,6.0,30.0,10.5,,,,,,,R100,10.0,93.0,172.0,62.0,162.0,66.0,140.0,70.0,218.0,70.0,134.0,60.0,0.0,0.0,136.0,60.0
100,69.0,34,32.0,6.0,30.0,0.0,,,,,,,R101,20.0,99.0,86.0,42.0,164.0,65.0,174.0,70.0,,,,,0.0,0.0,,
101,69.0,34,32.0,3.0,42.5,16.0,,,,,,,R102,6.0,54.0,72.0,49.0,,,,,,,,,0.0,0.0,,
102,69.0,34,32.0,3.0,42.5,24.0,23.0,6.0,,,,,R103,13.5,92.0,132.0,64.0,150.0,67.0,132.0,62.5,154.0,65.0,,,0.0,0.0,,
103,69.0,34,32.0,3.0,42.5,0.0,,,,,,,R104,9.0,82.5,170.0,67.0,,,,,,,,,0.0,0.0,,
104,69.0,34,32.0,3.0,42.5,0.0,30.0,9.0,16.0,9.0,,,R105,12.0,72.0,124.0,61.0,148.0,62.5,,,,,,,0.0,0.0,,
105,69.0,34,32.0,3.0,42.5,0.0,30.0,-5.0,,,,,R106,18.0,118.0,190.0,70.5,,,,,,,,,0.0,0.0,,
0,55.5,51,27.3,57.0,,,,,,,,,R1,6.75,52.0,110.0,60.0,,,,,,,,,0.0,0.0,,
1,55.5,51,27.3,57.0,,,,,,,,,R2,6.28,61.5,,,,,,,,,,,0.0,0.0,,
2,55.5,51,27.3,57.0,46.92,35.0,,,,,,,R3,7.63,44.0,174.0,68.0,84.0,51.0,,,,,,,0.0,0.0,,
3,55.5,51,27.3,57.0,46.92,22.0,18.65,1.5,,,,,R4,7.03,74.5,128.0,62.0,56.0,45.0,98.0,55.0,,,,,0.0,0.0,,
4,55.5,51,27.3,57.0,46.92,22.0,13.19,14.5,,,,,R5,6.96,31.5,118.0,60.0,86.0,54.0,,,,,,,0.0,0.0,,
5,55.5,51,27.3,57.0,46.92,22.0,,,,,,,R6,7.7,55.0,168.0,68.0,,,,,,,,,0.0,0.0,,
6,55.5,51,27.3,57.0,46.92,0.0,,,,,,,R7,10.44,87.0,112.0,63.0,118.0,56.0,,,,,,,0.0,0.0,,
7,55.5,51,27.3,57.0,46.92,14.0,,,,,,,R8,9.4,180.0,130.0,60.5,162.0,66.5,242.0,78.0,214.0,77.5,,,0.0,0.0,130.0,60.5
8,55.5,51,27.3,57.0,46.92,14.0,,,,,,,R9,,,,,,,,,,,,,0.0,0.0,,
9,55.5,51,27.3,57.0,46.92,14.0,,,,,,,R10,10.69,105.0,142.0,64.0,170.0,60.0,172.0,63.0,238.0,72.0,148.0,60.5,0.0,0.0,150.0,60.5
10,55.5,51,27.3,57.0,46.92,17.0,17.3,27.5,8.89,25.5,,,R11,6.75,61.0,260.0,79.0,128.0,62.0,156.0,65.0,130.0,59.0,,,0.0,0.0,,
11,55.5,51,27.3,57.0,46.92,17.0,17.3,-24.5,,,,,R12,7.99,60.0,128.0,61.0,134.0,62.0,,,,,,,0.0,0.0,,
12,55.5,51,27.3,71.5,,,,,,,,,R13,5.06,50.0,104.0,58.0,66.0,46.0,68.0,49.0,,,,,0.0,0.0,,
13,55.5,51,27.3,8.5,,,,,,,,,R14,6.73,39.5,80.0,60.0,136.0,45.0,,,,,,,0.0,0.0,,
14,55.5,51,27.3,26.0,,,,,,,,,R15,4.64,34.0,104.0,58.0,142.0,63.0,,,,,,,0.0,0.0,,
15,55.5,51,27.3,-3.0,,,,,,,,,R16,5.06,12.0,104.0,53.0,92.0,55.0,86.0,52.0,,,,,0.0,0.0,,
16,55.5,51,27.3,21.0,8.21,35.0,,,,,,,R17,8.32,32.5,134.0,62.0,132.0,63.0,130.0,60.5,,,,,0.0,0.0,,
17,55.5,51,27.3,21.0,8.21,0.0,,,,,,,R18,6.42,77.0,130.0,62.0,144.0,65.0,136.0,61.0,,,,,0.0,0.0,,
18,55.5,51,27.3,21.0,8.21,0.0,,,,,,,R19,10.82,137.0,166.0,69.0,222.0,75.0,170.0,68.0,188.0,72.0,,,0.0,0.0,74.0,55.0
19,55.5,51,27.3,21.0,8.21,-28.5,,,,,,,R20,5.42,48.0,114.0,58.0,,,,,,,,,0.0,0.0,,
20,55.5,51,31.5,42.0,18.5,31.5,,,,,,,R21,6.21,60.5,136.0,61.0,122.0,61.0,,,,,,,0.0,0.0,,
21,55.5,51,31.5,42.0,18.5,10.5,15.86,62.0,7.06,13.0,,,R22,7.1,43.0,146.0,65.0,14.0,62.0,,,,,,,0.0,0.0,,
22,55.5,51,31.5,42.0,18.5,10.5,15.86,-28.0,,,,,R23,6.85,69.5,168.0,67.5,82.0,47.0,88.0,55.0,,,,,0.0,0.0,,
23,55.5,51,31.5,42.0,18.5,19.0,,,,,,,R24,8.03,64.0,141.0,61.0,108.0,58.0,132.0,62.0,,,,,0.0,0.0,,
24,55.5,51,31.5,42.0,18.5,0.0,,,,,,,R25,6.87,58.0,180.0,66.0,,,,,,,,,0.0,0.0,,
25,55.5,51,31.5,42.0,18.5,68.0,,,,,,,R26,5.71,17.5,136.0,64.0,,,,,,,,,0.0,0.0,,
26,55.5,51,31.5,42.0,18.5,-5.5,19.21,20.5,,,,,R27,5.02,10.5,240.0,79.5,,,,,,,,,0.0,0.0,,
27,55.5,51,31.5,42.0,18.5,-5.5,19.21,5.0,,,,,R28,6.2,41.5,218.0,74.0,,,,,,,,,0.0,0.0,,
28,55.5,51,31.5,42.0,18.5,-5.5,25.83,15.5,,,,,R29,5.02,1.5,142.0,65.0,,,,,,,,,0.0,0.0,,
29,55.5,51,31.5,42.0,18.5,-5.5,25.83,29.0,,,,,R30,7.04,35.5,160.0,69.5,172.0,62.0,,,,,,,0.0,0.0,,
30,55.5,51,31.5,42.0,18.5,-5.5,25.83,7.5,,,,,R31,5.02,1.5,188.0,73.0,,,,,,,,,0.0,0.0,,
31,55.5,51,31.5,42.0,18.5,-5.5,25.83,3.5,,,,,R32,10.69,102.0,178.0,70.5,,,,,,,,,0.0,0.0,,
32,55.5,51,31.5,42.0,18.5,-5.5,25.83,8.0,,,,,R33,9.37,72.5,162.0,69.0,,,,,,,,,0.0,0.0,,
33,55.5,51,31.5,42.0,18.5,-5.5,25.83,3.0,,,,,R34,6.82,53.0,136.0,64.0,160.0,62.0,132.0,62.5,,,,,0.0,0.0,,
34,55.5,51,31.5,42.0,18.5,-5.5,25.83,9.0,,,,,R35,13.43,94.5,126.0,66.0,120.0,58.0,230.0,76.5,,,,,0.0,0.0,,
35,55.5,51,31.5,29.0,12.28,13.5,,,,,,,R36,5.84,46.5,126.0,59.0,112.0,57.0,134.0,55.0,116.0,61.0,,,0.0,0.0,,
36,55.5,51,31.5,8.5,,,,,,,,,R37,7.32,76.0,,,,,,,,,,,0.0,0.0,,
37,55.5,51,31.5,27.0,10.75,7.0,,,,,,,R38,6.28,2.5,132.0,62.0,94.0,52.0,126.0,58.0,,,,,0.0,0.0,,
38,55.5,51,31.5,27.0,10.75,23.0,,,,,,,R39,4.93,24.0,,,,,,,,,,,0.0,0.0,,
39,55.5,51,31.5,19.0,44.53,4.0,8.77,6.5,,,,,R40,7.72,52.5,154.0,57.0,122.0,62.0,,,,,,,0.0,0.0,,
40,55.5,51,31.5,4.5,,,,,,,,,R41,8.55,64.0,146.0,54.0,98.0,55.5,,,,,,,0.0,0.0,,
41,55.5,51,31.5,0.0,,,,,,,,,R42,6.51,30.0,92.0,56.0,56.0,48.0,,,,,,,0.0,0.0,,
42,55.5,51,31.5,0.0,,,,,,,,,R43,4.64,37.0,48.0,57.0,,,,,,,,,0.0,0.0,,
43,55.5,51,31.5,15.5,21.19,43.0,,,,,,,R44,6.31,70.0,204.0,73.0,,,,,,,,,0.0,0.0,,
44,55.5,51,31.5,15.5,21.19,12.5,,,,,,,R45,6.96,62.0,134.0,60.5,148.0,64.0,,,,,,,0.0,0.0,,
45,55.5,51,31.5,15.5,21.19,23.0,29.12,4.0,,,,,R46,7.4,68.5,110.0,64.0,84.0,49.0,,,,,,,0.0,0.0,,
46,55.5,51,31.5,22.5,,,,,,,,,R47,8.37,75.0,132.0,58.0,132.0,61.0,122.0,56.0,120.0,52.0,,,0.0,0.0,,
47,55.5,51,31.5,7.0,,,,,,,,,R48,7.8,84.0,136.0,62.0,96.0,55.0,98.0,54.0,,,,,0.0,0.0,,
48,55.5,51,31.5,7.0,28.56,51.0,,,,,,,R49,10.64,68.0,164.0,65.5,,,,,,,,,0.0,0.0,,
49,55.5,51,31.5,7.0,28.56,5.5,,,,,,,R50,13.27,28.5,142.0,62.0,148.0,64.0,,,,,,,0.0,0.0,,
50,55.5,51,27.5,71.5,,,,,,,,,R51,5.11,35.0,122.0,60.0,114.0,58.0,,,,,,,0.0,0.0,,
51,55.5,51,27.5,28.0,,,,,,,,,R52,18.52,172.0,118.0,59.0,170.0,68.0,166.0,66.0,172.0,65.5,208.0,71.0,0.0,0.0,204.0,71.0
52,55.5,51,27.5,32.0,,,,,,,,,R53,8.74,99.0,126.0,60.0,142.0,64.0,128.0,61.0,104.0,58.0,,,0.0,0.0,,
53,55.5,51,27.5,0.0,14.75,9.0,,,,,,,R54,5.92,60.5,,,,,,,,,,,0.0,0.0,,
54,55.5,51,27.5,61.0,17.53,22.0,,,,,,,R55,9.64,72.0,242.0,79.0,184.0,69.0,,,,,,,0.0,0.0,,
55,55.5,51,27.5,7.0,,,,,,,,,R56,10.02,55.5,174.0,69.0,160.0,66.0,,,,,,,0.0,0.0,,
56,55.5,51,27.5,25.0,16.85,6.0,11.48,3.0,,,,,R57,9.48,83.5,208.0,72.0,152.0,66.5,,,,,,,0.0,0.0,,
57,55.5,51,27.5,37.0,,,,,,,,,R58,8.58,79.5,118.0,58.0,152.0,65.0,188.0,68.0,156.0,65.0,,,0.0,0.0,,
58,55.5,51,27.5,0.0,,,,,,,,,R59,6.82,72.0,136.0,62.0,162.0,66.5,110.0,52.0,,,,,0.0,0.0,,
59,55.5,51,27.5,0.0,,,,,,,,,R60,8.34,81.0,240.0,76.0,196.0,69.0,,,,,,,0.0,0.0,,
60,55.5,51,29.3,28.0,46.46,70.0,16.42,3.0,,,,,R61,5.33,4.5,128.0,63.5,,,,,,,,,0.0,0.0,,
61,55.5,51,29.3,28.0,46.46,70.0,16.42,40.0,11.43,32.0,,,R62,6.1,4.0,122.0,61.0,,,,,,,,,0.0,0.0,,
62,55.5,51,29.3,28.0,46.46,70.0,16.42,0.0,,,,,R63,5.84,43.0,160.0,66.0,,,,,,,,,0.0,0.0,,
63,55.5,51,29.3,28.0,46.46,70.0,16.42,13.0,,,,,R64,9.5,83.0,,,,,,,,,,,0.0,0.0,,
64,55.5,51,29.3,28.0,46.46,70.0,16.42,0.0,12.0,18.0,,,R65,10.0,65.5,156.0,66.0,144.0,61.0,,,,,,,0.0,0.0,,
65,55.5,51,29.3,28.0,46.46,70.0,16.42,22.5,40.0,3.0,,,R66,5.0,43.0,106.0,60.0,,,,,,,,,0.0,0.0,,
66,55.5,51,29.3,28.0,46.46,70.0,16.42,22.5,40.0,10.0,,,R67,5.0,38.0,132.0,55.0,,,,,,,,,0.0,0.0,,
67,55.5,51,29.3,28.0,46.46,70.0,16.42,22.5,40.0,13.0,,,R68,12.0,92.0,190.0,71.5,142.0,64.5,138.0,64.0,156.0,64.0,66.0,58.0,0.0,0.0,88.0,172.0
68,55.5,51,29.3,28.0,46.46,70.0,16.42,22.5,40.0,13.0,14.5,39.0,R69,6.0,25.5,124.0,60.5,78.0,60.0,116.0,62.0,,,,,0.0,0.0,,
69,55.5,51,29.3,28.0,46.46,70.0,16.42,22.5,40.0,13.5,,,R70,7.0,50.5,140.0,64.0,,,,,,,,,0.0,0.0,,
70,55.5,51,29.3,28.0,46.46,70.0,16.42,22.5,40.0,12.0,,,R71,7.0,29.0,140.0,62.0,,,,,,,,,0.0,0.0,,
71,55.5,51,29.3,28.0,46.46,70.0,16.42,22.5,40.0,6.0,,,R72,9.0,33.0,122.0,61.0,136.0,63.0,,,,,,,0.0,0.0,,
72,55.5,51,29.3,28.0,46.46,70.0,16.42,22.5,40.0,11.0,,,R73,7.0,40.0,124.0,64.0,142.0,62.0,136.0,63.0,,,,,0.0,0.0,,
73,55.5,51,29.3,28.0,46.46,70.0,16.42,22.5,40.0,5.0,,,R74,7.0,28.0,186.0,68.5,212.0,73.5,,,,,,,0.0,0.0,,
74,55.5,51,29.3,28.0,46.46,70.0,16.42,22.5,40.0,3.5,,,R75,15.0,80.0,206.0,75.0,174.0,71.0,148.0,66.0,,,,,0.0,0.0,,
75,55.5,51,29.3,28.0,46.46,68.0,14.0,1.5,,,,,R76,6.0,48.0,150.0,58.0,,,,,,,,,0.0,0.0,,
76,55.5,51,29.3,28.0,46.46,10.0,9.0,4.5,,,,,R77,7.0,38.0,146.0,62.0,122.0,60.0,,,,,,,0.0,0.0,,
77,55.5,51,29.3,28.0,46.46,10.0,,,,,,,R78,5.0,40.0,190.0,70.0,,,,,,,,,0.0,0.0,,
78,55.5,51,29.3,28.0,46.46,14.5,,,,,,,R79,10.0,31.0,166.0,67.5,,,,,,,,,0.0,0.0,,
79,55.5,51,29.3,28.0,46.46,42.0,,,,,,,R80,5.0,44.0,158.0,53.0,,,,,,,,,0.0,0.0,,
80,55.5,51,29.3,28.0,46.46,30.0,,,,,,,R81,8.5,62.5,210.0,76.0,200.0,75.0,130.0,60.0,,,,,0.0,0.0,,
81,55.5,51,29.3,28.0,46.46,0.0,,,,,,,R82,6.0,35.0,216.0,81.0,,,,,,,,,0.0,0.0,,
82,55.5,51,29.3,28.0,46.46,12.0,55.0,32.0,,,,,R83,10.0,104.0,148.0,65.0,142.0,63.0,140.0,61.0,102.0,68.0,,,0.0,0.0,,
83,55.5,51,29.3,28.0,46.46,12.0,55.0,0.0,,,,,R84,9.0,41.0,124.0,60.05,118.0,60.05,166.0,66.5,,,,,0.0,0.0,,
84,55.5,51,29.3,28.0,46.46,12.0,55.0,5.5,,,,,R85,26.0,68.0,196.0,73.0,,,,,,,,,0.0,0.0,,
85,55.5,51,29.3,28.0,46.46,12.0,55.0,5.5,26.0,38.0,,,R86,10.0,21.0,178.0,71.5,244.0,76.5,,,,,,,0.0,0.0,,
86,55.5,51,29.3,28.0,46.46,12.0,55.0,5.5,26.0,67.0,,,R87,10.0,24.5,182.0,68.5,,,,,,,,,0.0,0.0,,
87,55.5,51,29.3,28.0,46.46,12.0,55.0,5.5,26.0,20.0,,,R88,5.0,1.0,156.0,65.5,206.0,73.5,190.0,72.0,,,,,0.0,0.0,,
88,55.5,51,29.3,28.0,46.46,12.0,55.0,5.5,26.0,11.0,,,R89,14.0,67.0,192.0,72.0,188.0,70.0,166.0,60.0,,,,,0.0,0.0,,
89,55.5,51,29.3,28.0,46.46,44.0,,,,,,,R90,12.0,107.0,154.0,65.5,208.0,73.0,168.0,70.0,188.0,71.0,,,0.0,0.0,,
90,55.5,51,29.3,28.0,46.46,0.0,,,,,,,R91,8.5,38.0,136.0,60.0,122.0,60.0,,,,,,,0.0,0.0,,
91,55.5,51,29.3,28.0,46.46,21.0,34.0,20.0,,,,,R92,12.0,61.5,202.0,71.0,182.0,72.0,168.0,69.0,,,,,0.0,0.0,,
92,55.5,51,29.3,28.0,46.46,21.0,34.0,9.0,,,,,R93,10.0,84.0,122.0,58.0,156.0,61.0,162.0,65.5,206.0,74.0,,,0.0,0.0,,
93,55.5,51,29.3,28.0,46.46,21.0,34.0,14.0,,,,,R94,10.5,57.0,182.0,70.0,132.0,60.0,124.0,59.5,140.0,63.0,,,0.0,0.0,108.0,54.0
94,55.5,51,29.3,28.0,46.46,21.0,34.0,4.5,,,,,R95,14.0,70.0,195.0,60.0,136.0,74.0,174.0,69.0,,,,,0.0,0.0,,
95,55.5,51,29.3,28.0,46.46,21.0,34.0,0.0,,,,,R96,13.0,40.0,154.0,49.0,,,,,,,,,0.0,0.0,,
96,55.5,51,29.3,28.0,46.46,21.0,13.0,30.0,,,,,R97,7.0,40.0,144.0,63.0,226.0,75.0,122.0,,,,,,0.0,0.0,,
97,55.5,51,29.3,28.0,46.46,21.0,13.0,7.0,,,,,R98,6.0,43.0,130.0,62.0,,,,,,,,,0.0,0.0,,
98,55.5,51,29.3,28.0,46.46,3.5,,,,,,,R99,8.0,67.0,160.0,67.5,102.0,55.0,98.0,57.5,,,,,0.0,0.0,,
99,55.5,51,29.3,28.0,46.46,0.0,,,,,,,R100,8.0,57.0,,,,,,,,,,,0.0,0.0,,
