,DTronc,LTronc,DChar,LChar,DChar1,LChar1,DChar2,LChar2,DChar3,LChar3,DChar4,LChar4,DChar5,LChar5,NumRam,DRam,LRam,PFr1,DFr1,PFr2,DFr2,PFr3,DFr3,PFr4,DFr4,PFr5,DFr5,PFr6,DFr6
0,65.5,43.0,37.5,54.0,62.5,39.0,48.0,4.0,13.5,12.0,,,,,R1,6.0,48.5,119.0,63.5,151.0,62.5,136.0,64.5,,,,,,
1,65.5,43.0,37.5,54.0,62.5,39.0,,,,,15.0,2.5,,,R2,9.0,68.0,129.0,64.0,136.0,67.0,140.0,67.5,147.0,65.0,,,,
2,65.5,43.0,37.5,54.0,62.5,39.0,,48.0,19.0,23.0,7.0,3.5,,,R3,5.0,19.0,135.0,60.0,112.0,63.5,,,,,,,,
3,65.5,43.0,37.5,54.0,62.5,39.0,,,,5.5,8.5,4.0,,,R4,6.0,49.0,192.0,70.0,116.0,66.5,119.0,64.0,,,,,,
4,65.5,43.0,37.5,54.0,62.5,39.0,,,,28.0,14.5,4.5,,,R5,10.0,44.5,119.0,67.5,127.0,65.0,139.0,67.0,,,,,,
5,65.5,43.0,37.5,54.0,62.5,39.0,,,,,,4.0,,,R6,9.0,73.0,163.0,65.0,161.0,67.0,162.0,65.0,160.0,69.0,,,,
6,65.5,43.0,37.5,54.0,62.5,58.5,,,,,,,,,R7,9.0,72.5,123.0,60.0,131.0,63.5,144.0,67.5,,,,,,
7,65.5,43.0,37.5,54.0,62.5,13.0,,,,,,,,,R8,11.0,71.0,153.0,62.0,123.0,64.0,162.0,69.0,171.0,67.0,,,,
8,65.5,43.0,37.5,54.0,62.5,39.0,,,,,,,,,R9,5.5,25.5,133.0,67.0,113.0,64.0,,,,,,,,
9,65.5,43.0,37.5,54.0,62.5,11.0,17.0,10.0,,,,,,,R10,9.5,75.0,140.0,65.0,137.0,67.0,145.0,63.5,138.0,62.0,,,,
10,65.5,43.0,37.5,54.0,62.5,11.0,,8.0,,,,,,,R11,12.0,86.0,121.0,63.5,131.0,64.5,118.0,66.5,143.0,67.0,,,,
11,65.5,43.0,37.5,54.0,62.5,11.0,,7.0,,,,,,,R12,7.5,56.0,131.0,62.0,184.0,67.0,132.0,65.5,,,,,,
12,65.5,43.0,37.5,54.0,62.5,4.0,12.0,8.4,,,,,,,R13,9.0,30.0,103.0,68.5,122.0,69.0,,,,,,,,
13,65.5,43.0,37.5,54.0,62.5,4.0,,3.5,,,,,,,R14,7.0,41.5,123.0,68.5,143.0,68.0,,,,,,,,
14,65.5,43.0,37.5,54.0,62.5,34.0,47.0,64.0,17.0,3.0,11.0,7.0,10.0,7.0,R15,7.5,69.0,141.0,67.5,122.0,64.5,,,,,,,,
15,65.5,43.0,37.5,47.0,61.0,32.0,20.0,10.0,,,,,,,R16,12.5,90.0,131.0,62.0,153.0,65.0,143.0,68.0,201.0,68.5,136.0,65.5,,
16,65.5,43.0,37.5,47.0,61.0,11.0,19.0,9.5,12.5,8.0,11.0,6.5,,,R17,6.0,44.0,141.0,65.0,133.0,64.0,163.0,69.0,,,,,,
17,65.5,43.0,37.5,47.0,61.0,11.0,,,,,,10.0,,,R18,5.0,47.5,123.0,65.5,160.0,68.0,139.0,63.0,,,,,,
18,65.5,43.0,37.5,47.0,61.0,11.0,,0.0,,,,,,,R19,6.0,47.0,120.0,63.5,151.0,65.0,131.0,64.0,,,,,,
19,65.5,43.0,37.5,47.0,61.0,65.0,35.0,7.0,28.0,9.5,,,,,R20,10.0,48.0,152.0,77.5,140.0,67.5,161.0,72.0,,,,,,
20,65.5,43.0,37.5,47.0,61.0,65.0,,,,25.0,,,,,R21,10.0,52.5,119.0,65.5,121.0,69.0,118.0,67.5,,,,,,
21,65.5,43.0,37.5,47.0,61.0,65.0,,,,6.0,,,,,R22,12.5,40.0,143.0,68.5,127.0,64.5,150.0,63.5,,,,,,
22,65.5,43.0,37.5,47.0,61.0,65.0,,,,6.0,16.0,3.5,,,R23,11.0,48.0,163.0,68.0,117.0,67.0,122.0,62.0,,,,,,
23,65.5,43.0,37.5,47.0,61.0,65.0,,,,-14.5,,,,,R24,6.0,29.0,127.0,63.0,130.0,65.5,,,,,,,,
24,65.5,43.0,37.5,47.0,61.0,40.0,15.5,4.0,,,,,,,R25,9.0,47.0,130.0,63.0,139.0,63.5,143.0,67.5,,,,,,
25,65.5,43.0,37.5,47.0,61.0,40.0,,5.0,,,,,,,R26,7.0,46.0,163.0,65.5,126.0,65.0,,,,,,,,
26,65.5,43.0,37.5,47.0,61.0,26.0,33.0,6.5,,,,,,,R27,10.5,65.5,165.0,67.5,143.0,66.0,130.0,65.5,,,,,,
27,65.5,43.0,37.5,47.0,61.0,26.0,,10.0,,,,,,,R28,7.5,35.0,120.0,69.0,116.0,67.5,,,,,,,,
28,65.5,43.0,37.5,47.0,61.0,26.0,,19.5,,,,,,,R29,12.0,54.0,201.0,68.5,213.0,67.0,,,,,,,,
29,65.5,43.0,37.5,47.0,61.0,26.0,,3.5,,,,,,,R30,11.0,41.5,117.0,66.5,158.0,65.5,114.0,64.5,,,,,,
30,65.5,43.0,37.5,47.0,61.0,26.0,,7.5,19.0,2.0,,,,,R31,6.5,33.5,152.0,65.5,119.0,67.0,,,,,,,,
31,65.5,43.0,37.5,47.0,61.0,26.0,,-10.0,,,,,,,R32,12.0,52.0,184.0,65.5,162.0,63.0,163.0,65.5,,,,,,
32,65.5,43.0,37.5,90.0,67.0,10.5,48.0,12.5,27.0,18.0,,,,,R33,7.5,32.0,130.0,62.0,161.0,68.0,,,,,,,,
33,65.5,43.0,37.5,90.0,67.0,10.5,,,,6.0,,,,,R34,8.0,59.0,132.0,69.5,171.0,68.0,160.0,67.0,,,,,,
34,65.5,43.0,37.5,90.0,67.0,10.5,,,,3.5,,,,,R35,7.5,35.0,175.0,69.0,120.0,65.0,,,,,,,,
35,65.5,43.0,37.5,90.0,67.0,10.5,,,,14.5,,,,,R36,6.5,31.0,200.0,65.5,187.0,64.0,,,,,,,,
36,65.5,43.0,37.5,90.0,67.0,10.5,,,,7.0,,,,,R37,7.5,44.0,153.0,66.0,130.0,65.0,113.0,64.0,,,,,,
37,65.5,43.0,37.5,90.0,67.0,10.5,,,,3.5,,,,,R38,9.0,42.0,181.0,69.5,170.0,64.5,180.0,68.0,,,,,,
38,65.5,43.0,37.5,90.0,67.0,10.5,,,,11.0,,,,,R39,8.0,37.0,120.0,68.0,130.0,65.0,,,,,,,,
39,65.5,43.0,37.5,90.0,67.0,10.5,,,,4.0,,,,,R40,11.0,37.5,183.0,69.0,119.0,67.0,,,,,,,,
40,65.5,43.0,37.5,90.0,67.0,10.5,,,,4.0,,,,,R41,11.5,37.0,177.0,75.0,161.0,72.0,,,,,,,,
41,65.5,43.0,37.5,90.0,67.0,10.5,,10.0,25.0,8.0,19.0,4.0,,,R42,8.5,52.0,143.0,68.0,153.0,69.0,160.0,71.0,,,,,,
42,65.5,43.0,37.5,90.0,67.0,10.5,,,,,,5.5,,,R43,11.0,81.0,180.0,65.0,128.0,58.0,153.0,63.5,163.0,67.0,,,,
43,65.5,43.0,37.5,90.0,67.0,10.5,,,,,,12.5,,,R44,7.0,45.5,168.0,65.5,139.0,65.0,122.0,67.5,,,,,,
44,65.5,43.0,37.5,90.0,67.0,10.5,,,,,,8.0,,,R45,8.0,81.0,121.0,68.0,123.0,65.0,111.0,64.0,132.0,65.0,,,,
45,65.5,43.0,37.5,90.0,67.0,10.5,,5.0,17.5,3.0,9.5,8.5,,,R46,5.0,36.0,156.0,66.0,172.0,67.0,,,,,,,,
46,65.5,43.0,37.5,90.0,67.0,10.5,,,,7.0,11.0,4.0,,,R47,5.5,39.0,176.0,62.5,171.0,63.0,,,,,,,,
47,65.5,43.0,37.5,90.0,67.0,10.5,,,,,,3.5,,,R48,6.0,40.0,188.0,62.0,143.0,65.0,173.0,68.0,,,,,,
48,65.5,43.0,37.5,90.0,67.0,10.5,,28.0,,,,,,,R49,17.5,134.0,120.0,68.0,131.0,67.0,140.0,69.0,146.0,71.0,180.0,73.0,201.0,75.5
49,65.5,43.0,37.5,90.0,67.0,10.5,,2.0,,,,,,,R50,7.5,64.0,201.0,69.0,170.0,62.0,120.0,64.0,123.0,65.0,,,,
50,65.5,43.0,37.5,90.0,67.0,10.5,,1.5,,,,,,,R51,6.5,39.0,207.0,72.0,223.0,78.0,,,,,,,,
51,65.5,43.0,37.5,90.0,67.0,10.5,,,32.0,20.0,,,,,R52,11.0,49.0,207.0,69.5,175.0,62.5,171.0,67.0,,,,,,
52,65.5,43.0,37.5,90.0,67.0,10.5,,,,11.0,,,,,R53,15.0,52.0,180.0,67.0,156.0,66.0,120.0,65.0,,,,,,
53,65.5,43.0,37.5,90.0,67.0,10.5,,,,2.5,,,,,R54,7.5,45.0,163.0,72.0,139.0,66.0,120.0,67.0,,,,,,
54,65.5,43.0,37.5,90.0,67.0,10.5,,,,9.5,12.5,6.0,,,R55,5.0,21.0,183.0,67.0,,,,,,,,,,
55,65.5,43.0,37.5,124.0,52.0,6.0,,,,,,,,,R56,7.5,49.0,175.0,62.5,131.0,65.0,,,,,,,,
56,65.5,43.0,37.5,124.0,52.0,6.0,12.0,9.0,,,,,,,R57,7.0,30.0,170.0,65.5,174.0,65.0,,,,,,,,
57,65.5,43.0,37.5,124.0,52.0,48.0,10.0,22.0,,,,,,,R58,6.5,28.0,201.0,68.0,,,,,,,,,,
58,65.5,43.0,37.5,124.0,52.0,48.0,,7.0,,,,,,,R59,6.0,20.0,167.0,66.0,,,,,,,,,,
59,65.5,43.0,37.5,124.0,52.0,43.0,13.0,4.5,,,,,,,R60,7.0,22.0,160.0,66.5,,,,,,,,,,
60,65.5,43.0,37.5,124.0,52.0,43.0,,9.0,,,,,,,R61,7.0,34.0,160.0,65.0,124.0,65.0,,,,,,,,
61,65.5,43.0,37.5,124.0,52.0,43.0,20.0,8.0,,,,,,,R62,13.0,38.0,195.0,65.0,201.0,67.0,,,,,,,,
62,65.5,43.0,37.5,124.0,52.0,3.0,18.0,3.5,,,,,,,R63,12.0,58.0,215.0,68.5,213.0,67.5,122.0,64.0,,,,,,
63,65.5,43.0,37.5,124.0,52.0,3.0,,3.0,,,,,,,R64,12.0,47.0,181.0,62.0,182.0,65.0,172.0,63.0,,,,,,
64,65.5,43.0,37.5,57.0,20.0,18.0,,,,,,,,,R65,5.0,26.0,185.0,66.0,,,,,,,,,,
65,65.5,43.0,37.5,57.0,20.0,9.0,12.0,16.0,,,,,,,R66,8.0,50.0,164.0,65.0,171.0,65.5,174.0,67.0,,,,,,
66,65.5,43.0,37.5,57.0,20.0,9.0,,5.0,,,,,,,R67,4.5,20.0,168.0,66.0,,,,,,,,,,
67,65.5,43.0,37.5,57.0,20.0,9.0,,23.0,,,,,,,R68,6.0,40.0,170.0,68.0,161.0,67.0,130.0,63.0,,,,,,
68,65.5,43.0,37.5,57.0,43.5,43.0,13.0,7.0,,,,,,,R69,8.0,61.0,160.0,65.5,163.0,66.0,172.0,65.0,181.0,68.0,,,,
69,65.5,43.0,37.5,57.0,43.5,43.0,33.5,30.0,32.5,6.0,,,,,R70,9.0,22.0,150.0,63.0,,,,,,,,,,
70,65.5,43.0,37.5,57.0,43.5,43.0,,,,3.0,,,,,R71,15.0,72.0,163.0,65.5,152.0,63.5,192.0,68.0,201.0,67.5,,,,
71,65.5,43.0,37.5,42.0,90.0,14.0,35.0,3.5,,,,,,,R72,14.0,77.0,160.0,66.0,199.0,68.0,171.0,67.0,190.0,68.5,,,,
72,65.5,43.0,37.5,42.0,90.0,14.0,,13.0,,,,,,,R73,13.0,82.5,277.0,70.0,161.0,66.0,201.0,73.0,199.0,72.0,187.0,71.0,,
73,65.5,43.0,37.5,42.0,90.0,14.0,,13.0,23.0,20.0,,,,,R74,8.0,36.5,183.0,64.0,161.0,66.0,,,,,,,,
74,65.5,43.0,37.5,42.0,90.0,14.0,,,,9.0,,,,,R75,10.0,37.0,192.0,68.5,229.0,67.0,,,,,,,,
75,65.5,43.0,37.5,42.0,90.0,14.0,,,,4.0,,,,,R76,11.0,45.0,231.0,73.5,250.0,72.5,209.0,67.5,,,,,,
76,65.5,43.0,37.5,42.0,90.0,14.0,,,,5.0,,,,,R77,12.0,34.0,143.0,63.5,135.0,65.0,,,,,,,,
77,65.5,43.0,37.5,42.0,90.0,14.0,,,31.0,7.0,,,,,R78,6.0,45.0,131.0,65.0,180.0,68.0,137.0,65.5,,,,,,
78,65.5,43.0,37.5,42.0,90.0,14.0,,,,9.0,,,,,R79,5.0,24.0,171.0,66.0,,,,,,,,,,
79,65.5,43.0,37.5,42.0,90.0,14.0,,,,12.0,,,,,R80,9.0,54.0,228.0,72.5,206.0,71.0,219.0,64.5,,,,,,
80,65.5,43.0,37.5,42.0,90.0,14.0,,,,10.0,,,,,R81,15.0,53.0,197.0,63.0,150.0,58.5,165.0,65.0,141.0,59.0,,,,
81,65.5,43.0,37.5,42.0,90.0,14.0,,,,5.0,,,,,R82,13.0,76.0,276.0,71.5,221.0,64.5,169.0,57.0,,,,,,
82,65.5,43.0,37.5,167.0,49.0,21.0,10.0,10.5,,,,,,,R83,6.0,35.0,190.0,68.0,230.0,67.0,,,,,,,,
83,65.5,43.0,37.5,167.0,49.0,7.5,,,,,,,,,R84,8.0,61.0,191.0,67.0,198.0,68.0,209.0,73.0,,,,,,
84,65.5,43.0,37.5,167.0,49.0,7.5,,,,,,,,,R85,8.0,64.5,180.0,64.0,190.0,68.0,170.0,67.0,,,,,,
85,65.5,43.0,37.5,167.0,49.0,13.0,,,,,,,,,R86,6.5,42.0,207.0,72.0,253.0,71.0,209.0,70.0,,,,,,
86,65.5,43.0,37.5,167.0,49.0,33.0,9.0,7.5,,,,,,,R87,7.0,30.0,180.0,70.0,150.0,71.0,,,,,,,,
87,65.5,43.0,37.5,167.0,49.0,19.0,13.0,13.0,,,,,,,R88,7.0,29.0,154.0,63.0,186.0,70.0,,,,,,,,
88,65.5,43.0,37.5,167.0,49.0,19.0,,13.0,,,,,,,R89,7.0,32.0,169.0,66.5,181.0,68.0,,,,,,,,
89,65.5,43.0,37.5,167.0,56.0,59.0,49.0,5.5,25.0,18.0,15.0,10.5,,,R90,11.0,88.0,203.0,67.0,196.0,75.0,202.0,74.0,173.0,73.0,,,,
90,65.5,43.0,37.5,167.0,56.0,59.0,,,,,,1.5,,,R91,7.0,32.0,134.0,65.0,198.0,68.0,,,,,,,,
91,65.5,43.0,37.5,167.0,56.0,59.0,,,,30.0,15.0,10.0,,,R92,8.5,56.0,192.0,64.0,161.0,66.0,202.0,73.0,,,,,,
92,65.5,43.0,37.5,167.0,56.0,59.0,,,,,,3.5,,,R93,5.0,2.0,206.0,65.0,,,,,,,,,,
93,65.5,43.0,37.5,167.0,56.0,59.0,,,,,,4.0,,,R94,8.0,37.0,254.0,72.0,174.0,68.0,,,,,,,,
94,65.5,43.0,37.5,167.0,56.0,59.0,,0.0,39.0,9.0,,,,,R95,11.0,63.0,138.0,61.0,202.0,71.0,171.0,67.0,,,,,,
95,65.5,43.0,37.5,167.0,56.0,59.0,,,,9.5,,,,,R96,9.0,58.0,163.0,68.0,197.0,69.0,137.0,67.5,,,,,,
96,65.5,43.0,37.5,167.0,56.0,59.0,,,,11.0,,,,,R97,13.5,72.0,185.0,69.0,181.0,68.0,209.0,73.0,190.0,71.0,,,,
97,65.5,43.0,37.5,167.0,56.0,59.0,,,,5.0,,,,,R98,13.0,68.0,142.0,61.0,170.0,68.0,208.0,65.0,181.0,66.0,,,,
98,65.5,43.0,37.5,167.0,56.0,32.0,48.5,7.0,24.0,12.0,,,,,R99,5.5,22.0,136.0,63.5,,,,,,,,,,
99,65.5,43.0,37.5,167.0,56.0,32.0,,,,21.0,,,,,R100,11.0,53.0,198.0,65.5,179.0,70.5,160.0,65.0,,,,,,
100,65.5,43.0,37.5,167.0,56.0,32.0,,,,10.5,,,,,R101,6.0,1.5,184.0,69.0,,,,,,,,,,
101,65.5,43.0,37.5,167.0,56.0,32.0,,,,6.0,,,,,R102,15.0,38.0,134.0,67.0,132.0,71.5,153.0,61.0,180.0,66.0,,,,
102,65.5,43.0,37.5,167.0,56.0,32.0,,34.0,25.0,29.0,,,,,R103,7.0,17.0,182.0,68.0,,,,,,,,,,
103,65.5,43.0,37.5,167.0,56.0,32.0,,,,17.0,,,,,R104,6.5,34.0,133.0,70.0,171.0,64.0,,,,,,,,
104,65.5,43.0,37.5,167.0,56.0,32.0,,,,9.5,,,,,R105,15.0,70.0,224.0,65.0,220.0,63.0,121.0,63.0,116.0,61.0,,,,
105,65.5,43.0,37.5,104.0,29.0,4.0,9.0,7.0,,,,,,,R106,7.0,60.5,214.0,69.0,191.0,67.0,230.0,66.5,150.0,62.0,,,,
106,65.5,43.0,37.5,104.0,29.0,36.0,,,,,,,,,R107,5.0,33.0,200.0,65.0,140.0,68.0,,,,,,,,
107,65.5,43.0,37.5,104.0,29.0,5.0,10.0,13.0,,,,,,,R108,7.0,35.0,200.0,71.5,204.0,65.0,123.0,63.5,,,,,,
108,65.5,43.0,37.5,104.0,29.0,5.0,,33.0,9.0,12.0,,,,,R109,6.0,39.0,170.0,67.0,162.0,60.0,120.0,61.0,,,,,,
109,65.5,43.0,37.5,53.0,40.0,5.0,32.0,12.0,38.0,2.5,,,,,R110,7.0,48.0,214.0,65.0,144.0,68.0,221.0,63.0,,,,,,
110,65.5,43.0,37.5,53.0,40.0,5.0,,,,44.0,18.0,22.0,,,R111,9.0,20.0,190.0,68.0,,,,,,,,,,
111,65.5,43.0,37.5,53.0,40.0,5.0,,,,,,18.0,,,R112,9.0,42.0,186.0,67.0,130.0,65.0,,,,,,,,
112,65.5,43.0,37.5,53.0,40.0,5.0,,,,,,9.5,,,R113,9.0,35.0,210.0,66.5,128.0,65.5,,,,,,,,
113,65.5,43.0,37.5,53.0,71.0,7.5,39.0,22.0,,,,,,,R114,11.0,71.0,201.0,65.0,204.0,64.5,157.0,62.5,230.0,63.0,,,,
114,65.5,43.0,37.5,53.0,71.0,7.5,,9.0,11.0,10.0,,,,,R115,7.0,24.0,203.0,67.5,,,,,,,,,,
115,65.5,43.0,37.5,53.0,71.0,7.5,,50.0,17.0,15.0,,,,,R116,6.5,8.0,199.0,67.0,,,,,,,,,,
116,65.5,43.0,37.5,53.0,71.0,7.5,,,,5.0,,,,,R117,6.0,20.0,194.0,68.5,,,,,,,,,,
117,65.5,43.0,37.5,53.0,71.0,7.5,,,,8.0,,,,,R118,6.0,3.0,242.0,71.0,,,,,,,,,,
118,65.5,43.0,37.5,53.0,71.0,7.5,,,,7.0,,,,,R119,11.0,74.5,192.0,67.5,234.0,66.5,156.0,62.5,237.0,66.5,,,,
119,65.5,43.0,37.5,48.0,71.0,26.0,66.0,34.0,38.0,31.0,11.0,4.0,,,R120,9.0,42.0,210.0,66.0,201.0,64.0,150.0,62.0,,,,,,
120,65.5,43.0,37.5,48.0,71.0,26.0,,,,10.0,,,,,R121,22.0,94.0,198.0,63.5,202.0,68.0,190.0,63.5,160.0,64.5,202.0,67.0,,
121,65.5,43.0,37.5,48.0,71.0,26.0,,,,19.0,,,,,R122,15.0,57.0,162.0,64.0,131.0,65.0,160.0,66.0,,,,,,
122,65.5,43.0,37.5,48.0,71.0,26.0,,23.0,35.0,9.0,28.0,18.0,,,R123,18.0,92.0,151.0,63.5,165.0,64.5,162.0,60.0,120.0,61.0,,,,
123,65.5,43.0,37.5,48.0,71.0,26.0,,,,,,6.0,,,R124,18.0,72.0,215.0,64.0,212.0,67.0,210.0,67.5,230.0,68.0,,,,
124,65.5,43.0,37.5,48.0,71.0,26.0,,,,,,12.0,,,R125,11.0,48.0,167.0,69.0,224.0,65.0,170.0,63.5,120.0,63.0,,,,
125,65.5,43.0,37.5,48.0,71.0,26.0,,,,37.0,31.0,,,,R126,10.0,20.0,200.0,71.0,,,,,,,,,,
126,65.5,43.0,37.5,48.0,71.0,26.0,,,,9.5,,,,,R127,15.0,79.0,149.0,64.0,121.0,60.0,162.0,62.0,223.0,63.0,,,,
127,65.5,43.0,37.5,48.0,71.0,26.0,,,50.0,18.0,38.0,10.0,28.0,3.5,R128,13.0,69.0,134.0,63.5,162.0,64.5,214.0,65.0,171.0,63.5,,,,
128,65.5,43.0,37.5,48.0,71.0,26.0,,,39.0,3.5,11.0,2.5,,,R129,10.0,36.0,209.0,65.0,198.0,62.0,191.0,67.0,,,,,,
0,59.0,55.0,34.0,30.0,24.0,5.0,,,,,,,,,R1,10.0,54.5,141.0,60.0,139.0,57.0,,,,,,,,
1,59.0,55.0,34.0,30.0,,25.5,,,,,,,,,R2,10.0,73.5,139.0,57.0,158.0,69.0,123.0,65.5,,,,,,
2,59.0,55.0,34.0,41.0,60.5,40.0,33.0,11.5,19.5,42.0,,,,,R3,7.0,25.0,130.0,63.0,126.0,61.0,,,,,,,,
3,59.0,55.0,34.0,41.0,,,,,,9.5,,,,,R4,5.0,7.0,153.0,69.0,,,,,,,,,,
4,59.0,55.0,34.0,41.0,,,,,,3.0,,,,,R5,5.0,6.0,153.0,64.0,,,,,,,,,,
5,59.0,55.0,34.0,41.0,,,,,,4.5,,,,,R6,5.5,10.0,182.0,67.0,,,,,,,,,,
6,59.0,55.0,34.0,41.0,,,,,,9.0,,,,,R7,5.0,12.0,135.0,62.0,,,,,,,,,,
