Tronc,Unnamed: 1,charpant,Unnamed: 3,1er ss charpante,Unnamed: 5,2ème ss charpante,Unnamed: 7,3ème ss charpante,Unnamed: 9,4ème ss charpante,Unnamed: 11,5ème ss charpante,Unnamed: 13,Rameaux,Unnamed: 15,Unnamed: 16,Remarque,Rameaux.1,Fruit 1,Unnamed: 20,Fruit 2,Unnamed: 22,Fruit 3,Unnamed: 24,Fruit 4,Unnamed: 26,Fruit 5,Unnamed: 28,Fruit 6,Unnamed: 30,Fruit 7,Unnamed: 32,Fruit 8,Unnamed: 34,6ème ss charpante,7 ème ss charpante ,Unnamed: 17,Unnamed: 19,Unnamed: 36,Unnamed: 38,Unnamed: 18,                  6ème ss charpante,Unnamed: 21,Unnamed: 23,Unnamed: 25,Unnamed: 27,Unnamed: 29,Unnamed: 31,Unnamed: 33,Unnamed: 35
,,,,,,,,,,,4,,,R92,,,,R92,198,,220,72,,75,,,,,,,,,,,,,5.5,,,,47,,,,,,,,,
,,,,,,,,44,22,21.5,6.5,,,R93,,,,R93,215,,184,69,122,68,,59,,,,,,,,,,,15,,,,72,,,,,,,,,
,,,,,,,,,,,5,,,R94,,,,R94,173,,180,67,178,68.5,,68,,,,,,,,,,,11.5,,,,63,,,,,,,,,
,,,,,,,,,7,45,5.5,11.5,11,R95,,,,R95,212,,,73,,,,,,,,,,,,,,,5.5,,,,21,,,,,,,,,
,,,,,,,,,,,25,14.5,3.5,R96,,,,R96,165,,153,67,,62,,,,,,,,,,,,,8,,,,42,,,,,,,,,
,,,,,,,,,,,,,0,R97,,,,R97,192,,182,70.5,165,68,,65,,,,,,,,,,,10,,,,60,,,,,,,,,
,,,,,,,,,,,,21,20,R98,,,,R98,224,,191,75,183,69,,67.5,,,,,,,,,,,14.5,,,,45,,,,,,,,,
,,,,,,,,,,,,7.5,14,R99,,,,R99,162,,174,65,,71,,,,,,,,,,,,,7.5,,,,34,,,,,,,,,
,,,,,,,,,,,,,12,R100,,,,R100,135,,197,62,,70,,,,,,,,,,,,,6,,,,38,,,,,,,,,
,,,,,,,,,,,,,17,R101,,,,R101,166,,166,67,171,66.5,,65.5,,,,,,,,,,,8,,,,31,,,,,,,,,
,,,,,,,,,,,,,-7.5,R102,,,,R102,173,,196,66,148,71.5,,63,,,,,,,,,,,9,,,,47,,,,,,,,,
,,,,,,,,,,,,,3.5,R103,,,,R103,174,,187,67,,69.5,,,,,,,,,,,,,9,,,,31,,,,,,,,,
,,,,,,,,,,,,,9,R104,,,,R104,171,,134,67.5,176,63.5,,68.5,,,,,,,,,,,5,,,,64,,,,,,,,,
,,,,,,,,,,,,,5.5,R105,,,,R105,231,,233,73,159,74,,69,,,,,,,,,,,10,,,,35,,,,,,,,,
,,,,,,,,,,,,,3,R106,,,,R106,137,,193,62,153,69,,65,,,,,,,,,,,14.5,,,,69,,,,,,,,,
,,117.5,84,30,9,14,6,,,,,,,R107,,,,R107,146,,169,61,172,65,,65.5,,,,,,,,,,,6.5,,,,52,,,,,,,,,
,,,,,,,9.5,,,,,,,R108,,,,R108,134,,132,63,176,62.5,,67.5,,,,,,,,,,,7,,,,50,,,,,,,,,
,,,,,,,8,,,,,,,R109,,,,R109,172,,143,68,162,65,,69.5,,,,,,,,,,,7.5,,,,45,,,,,,,,,
,,,,32,5,,,,,,,,,R110,,,,R110,156,,185,66.5,,71,,,,,,,,,,,,,9,,,,54,,,,,,,,,
,,,,,7,12,4.5,,,,,,,R111,,,,R111,136,,101,61.5,,57.5,,,,,,,,,,,,,6,,,,31,,,,,,,,,
,,,,,,,8.5,,,,,,,R112,,,,R112,164,,153,69,,66.5,,,,,,,,,,,,,17,,,,44,,,,,,,,,
,,,,,,,15,6,8,,,,,R113,,,,R113,196,,,67,,,,,,,,,,,,,,,6,,,,22,,,,,,,,,
,,,,,,,,,4,,,,,R114,,,,R114,132,,110,63,,62,,,,,,,,,,,,,5,,,,24,,,,,,,,,
,,,,,,,18,7,7,,,,,R115,,,,R115,102,,,59,,,,,,,,,,,,,,,6.5,,,,17,,,,,,,,,
,,,40,80,10,18.5,15,14,2.5,9,10,,,R116,,,,R116,101,,107,56,,59,,,,,,,,,,,,,5,,,,34,,,,,,,,,
,,,,,,,,,,,11,,,R117,,,,R117,167,,130,67.5,,63,,,,,,,,,,,,,5,,,,22,,,,,,,,,
,,,42,42,11,,,,,,,,,R118,,,,R118,161,,152,65,,66,,,,,,,,,,,,,7.5,,,,33,,,,,,,,,
,,,,,28,11.5,10.5,,,,,,,R119,,,,R119,118,,,60,,,,,,,,,,,,,,,5,,,,18,,,,,,,,,
,,,,,43,11.5,7,,,,,,,R120,,,,R120,116,,119,59.5,,60,,,,,,,,,,,,,5.5,,,,56,,,,,,,,,
,,,,,15,8,13.5,,,,,,,R121,,,,R121,105,,,58,,,,,,,,,,,,,,,6.5,,,,24,,,,,,,,,
,,,,,5,7.5,12.5,,,,,,,R122,,,,R122,120,,125,60.5,,62.5,,,,,,,,,,,,,6,,,,43,,,,,,,,,
,,,,,15,37,7,,,,,,,R123,,,,R123,118,,136,60,,63,,,,,,,,,,,,,7,,,,18,,,,,,,,,
,,,,,,,8,,,,,,,R124,,,,R124,111,,140,58,146,63,162,63.5,,68.5,,,,,,,,,12,,,,75,,,,,,,,,
,,,,,,,3.5,,,,,,,R125,,,,R125,135,,106,63.5,,57.5,,,,,,,,,,,,,10,,,,25,,,,,,,,,
,,,,,,,12,,,,,,,R126,,,,R126,137,,136,63,178,62.5,154,67.5,170,65.5,182,67.5,,,,,,,18,,,,134,,,,,,,,,
,,,,,,12,5,,,,,,,R127,,,,R127,138,,187,62.5,,71,,,,,,,,,,,,,5.5,,,,30,,,,,,,,,
,,,13,53,32,23,8,21,10,,,,,R128,,,,R128,172,,180,67,176,65,,69.5,,,,,,,,,,,7,,,,71,,,,,,,,,
,,,,,,,,,16,14,6,,,R129,,,,R129,111,,,60,,,,,,,,,,,,,,,5,,,,3.5,,,,,,,,,
,,,,,,,,,,,4,,,R130,,,,R130,159,,165,66.5,,67.5,,,,,,,,,,,,,8,,,,37,,,,,,,,,
,,,,,,,,,,,6,,,R131,,,,R131,170,,157,67,,66.5,,,,,,,,,,,,,7,,,,32,,,,,,,,,
,,,,,,,,,,,3.5,,,R132,,,,R132,186,,143,71,169,65.5,,68,,,,,,,,,,,12,,,,73,,,,,,,,,
,,,,,25,,,,,,,,,R133,,,,R133,181,,119,71,,61.5,,,,,,,,,,,,,8,,,,30,,,,,,,,,
,,,,,15,,,,,,,,,R134,,,,R134,223,,155,74.5,171,66.5,156,69,125,67,,60.5,,,,,,,11,,,,59,,,,,,,,,
,,,,,15,,,,,,,,,R135,,,,R135,160,,152,65.5,167,66,,67,,,,,,,,,,,12,,,,35,,,,,,,,,
,,,,,26,16,3,,,,,,,R136,,,,R136,173,,125,68,162,61,159,69,,66.5,,,,,,,,,13.5,,,,75,,,,,,,,,
,,,,,17.5,34.5,7.5,12.5,6.5,,,,,R137,,,,R137,180,,192,69,199,71,,73.5,,,,,,,,,,,10,,,,43,,,,,,,,,
,,,,,,,,,4,,,,,R138,,,,R138,127,,162,61.5,,64.5,,,,,,,,,,,,,6.5,,,,20.5,,,,,,,,,
,,,,,,,,,7,,,,,R139,,,,R139,175,,169,67,205,67,154,72,,64,,,,,,,,,10,,,,70,,,,,,,,,
,,,,,,,-26,,,,,,,R140,,,,R140,159,,189,66,196,67.5,204,71.5,213,70,,71,,,,,,,20,,,,90,,,,,,,,,
,,,26,66,18,47,5.5,16,12,,,,,R141,,,,R141,161,,139,64.5,180,60.5,,73,,,,,,,,,,,7,,,,41,,,,,,,,,
,,,,,,,,,4.5,,,,,R142,,,,R142,143,,152,62.5,,69.5,,,,,,,,,,,,,7,,,,55,,,,,,,,,
,,,,,,,,,17,,,,,R143,,,,R143,156,,150,64.5,,63.5,,,,,,,,,,,,,9,,,,33,,,,,,,,,
,,,,,,,,,7,,,,,R144,,,,R144,184,,157,63,190,64.5,,70.5,,,,,,,,,,,8.5,,,,55,,,,,,,,,
,,,,,,,2.5,16,5,,,,,R145,,,,R145,196,,201,70.5,211,71,,72.5,,,,,,,,,,,11,,,,77,,,,,,,,,
,,,,,,,,,4.5,,,,,R146,,,,R146,220,,,71,,,,,,,,,,,,,,,6,,,,2.5,,,,,,,,,
,,,,,,,20,,,,,,,R147,,,,R147,181,,171,69,180,67,,67.5,,,,,,,,,,,9,,,,58,,,,,,,,,
,,,,,,,12,,,,,,,R148,,,,R148,157,,141,64.5,150,62.5,,69.5,,,,,,,,,,,9.5,,,,62,,,,,,,,,
,,,,,,,8,16,7,,,,,R149,,,,R149,182,,214,69.5,203,73.5,,72.5,,,,,,,,,,,11,,,,54,,,,,,,,,
,,,,,,,,,20.5,,,,,R150,,,,R150,186,,153,68,201,67.5,,68.5,,,,,,,,,,,5,,,,32,,,,,,,,,
,,,,,,,,,19,,,,,R151,,,,R151,111,,,59,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,
,,,,,,,,,8.5,10,2.5,,,R152,,,,R152,152,,153,64.5,,69.5,,,,,,,,,,,,,6,,,,31,,,,,,,,,
,,,,,,,,,-30,,,,,R153,,,,R153,202,,172,72,201,68,,69,,,,,,,,,,,7,,,,40,,,,,,,,,
Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,N° ram,Long,,,N° ram,Poids,,Poids,,Poids,,Poids,,Poids,,Poids,,Poids,,Poids,,,,Diam,,,,Long,Diam,Diam,Diam,Diam,Diam,Diam,Diam,Diam,Diam
60,50,113.5,80,21,18.5,11,16,7,10,,,,,R1,,,,R1,113,,108,,110,,,,,,,,,,,,,,5,,,,42,,62,58.5,59,,,,,
,,,,21.5,8,11,6.5,7,10,,,,,R2,,,,R2,140,,159,,109,,,,,,,,,,,,,,5,,,,35,,64,62.5,59,,,,,
,,,,,,,,,6,,,,,R3,,,,R3,120,,125,,,,,,,,,,,,,,,,5,,,,18,,60,60.5,,,,,,
,,,,,,,3.5,,,,,,,R4,,,,R4,152,,136,,149,,,,,,,,,,,,,,6,,,,36,,65,61.5,63,,,,,
,,,,9,6,2,,,,,,,,R5,,,,R5,144,,,,,,,,,,,,,,,,,,7.5,,,,4,,63.5,,,,,,,
,,,,54,60,5,16,9,,,,,,R6,,,,R6,173,,168,,166,,120,,,,,,,,,,,,13.5,,,,99,,65,67,65.5,59,,,,
,,,,,,19,15,1.5,,,,,,R7,,,,R7,155,,161,,170,,,,,,,,,,,,,,10,,,,53,,61,64,68.5,,,,,
,,,,,,,,,18,30,14,,,R8,,,,R8,151,,109,,120,,,,,,,,,,,,,,6,,,,50,,62,59,59,,,,,
,,,,,,,,,,,5.5,,,R9,,,,R9,180,,197,,161,,,,,,,,,,,,,,10,,,,76,,65.5,66,65,,,,,
,,,,,,,,,,,14,,,R10,,,,R10,173,,215,,224,,204,,,,,,,,,,,,13,,,,99,,66,70,65,70,,,,
,,,,,,,,,,,13,,,R11,,,,R11,163,,205,,193,,178,,,,,,,,,,,,14.5,,,,89,,68.5,69,65,69,,,,
,,,,,,,,,,,4,,,R12,,,,R12,117,,160,,157,,,,,,,,,,,,,,13,,,,56,,62,64,64,,,,,
,,,,,,,,,12,16.5,4,,,R13,,,,R13,144,,173,,188,,,,,,,,,,,,,,8.5,,,,69,,65,68,65,,,,,
,,,,,,,,,32,25,34,10,2.5,R14,,,,R14,186,,130,,160,,,,,,,,,,,,,,6.5,,,,58,,67,62.5,64,,,,,
,,,,,,,,,,,9.5,,,R15,,,,R15,202,,192,,177,,,,,,,,,,,,,,7.5,,,,60,,66.5,66,64,,,,,
,,,,,,,,,,,5,18.5,6.5,R16,,,,R16,178,,209,,173,,,,,,,,,,,,,,7.5,,,,57,,75,67,63.5,,,,,
,,,,,,,,,,,15,17.5,5,R17,,,,R17,168,,219,,184,,,,,,,,,,,,,,9,,,,49,,69,71.5,63,,,,,
,,,,,,,,,,,,,7,R18,,,,R18,229,,147,,193,,203,,,,,,,,,,,,13.5,,,,87.5,,69,66,73,73.5,,,,
,,,38,38,4,,,,,,,,,R19,,,,R19,194,,139,,116,,200,,195,,,,,,,,,,12,,,,108.5,,68,69,59,71,69.5,,,
,,,,,3,26,4,23,25,,,,,R20,,,,R20,115,,129,,145,,,,,,,,,,,,,,7,,,,46,,60,61,65,,,,,
,,,,,,,,,10,,,,,R21,,,,R21,201,,192,,173,,166,,,,,,,,,,,,8.5,,,,75,,67,67.5,63.5,64,,,,
,,,,,,,,,4,,,,,R22,,,,R22,164,,162,,168,,147,,,,,,,,,,,,7,,,,61,,65,64,65,54,,,,
,,,,,,,,,12,,,,,R23,,,,R23,111,,,,,,,,,,,,,,,,,,8.5,,,,1,,57,,,,,,,
,,,,,,,,,20.5,,,,,R24,,,,R24,176,,149,,,,,,,,,,,,,,,,7,,,,28,,63.5,65,,,,,,
,,,,,,,,,5,,,,,R25,,,,R25,173,,182,,188,,,,,,,,,,,,,,6.5,,,,65.5,,65,60,60.5,,,,,
,,,,,2,36,7,18,6,,,,,R26,,,,R26,161,,134,,,,,,,,,,,,,,,,9,,,,52,,66.5,60,,,,,,
,,,,,,,,,15,,,,,R27,,,,R27,201,,189,,,,,,,,,,,,,,,,8,,,,55,,68.5,65,,,,,,
,,,,,,,,,5,,,,,R28,,,,R28,145,,168,,139,,,,,,,,,,,,,,6.5,,,,34,,62.5,67,62,,,,,
,,,,,,,,,5.5,,,,,R29,,,,R29,159,,165,,162,,,,,,,,,,,,,,8,,,,48,,64,64,63.5,,,,,
,,,,,,,,,12,,,,,R30,,,,R30,173,,156,,171,,181,,,,,,,,,,,,11,,,,95,,67,65.5,68,66,,,,
,,,,,,,1.5,17.5,19.5,,,,,R31,,,,R31,136,,146,,159,,143,,,,,,,,,,,,7,,,,26,,65,63,64,63.5,,,,
,,,,,,,,,4.5,,,,,R32,,,,R32,184,,149,,196,,,,,,,,,,,,,,10,,,,55,,69,63,67,,,,,
,,,,,,,,,7.5,,,,,R33,,,,R33,176,,180,,177,,,,,,,,,,,,,,8,,,,33,,63,65.5,64,,,,,
,,113,118,70.5,4,15,3,10.5,6.5,,,,,R34,,,,R34,201,,187,,175,,178,,,,,,,,,,,,11,,,,71,,66.5,67,65,69,,,,
,,,,,3,,,,,,,,,R35,,,,R35,178,,192,,207,,173,,,,,,,,,,,,8.5,,,,88,,65,67.5,70.5,63.5,,,,
,,,6,76,8,53,5,19,6,,,,,R36,,,,R36,207,,169,,171,,200,,,,,,,,,,,,5.5,,,,88,,72,66.5,68,74,,,,
,,,,,,,8,,,,,,,R37,,,,R37,196,,181,,173,,154,,,,,,,,,,,,4.5,,,,25,,71,69,66,64.5,,,,
,,,,,,,5,20.5,15,,,,,R38,,,,R38,150,,136,,166,,,,,,,,,,,,,,10,,,,67,,64,61.5,66.5,,,,,
,,,,,,,,,21,,,,,R39,,,,R39,123,,150,,173,,,,,,,,,,,,,,12,,,,127,,59,61,67,,,,,
,,,,,,,,,7,,,,,R40,,,,R40,149,,179,,161,,210,,,,,,,,,,,,15,,,,87,,62,67,65,71,,,,
,,,,,,,,,6,,,,,R41,,,,R41,118,,164,,142,,123,,,,,,,,,,,,8,,,,68,,61,63,64,64.5,,,,
,,,,,,,,,25,,,,,R42,,,,R42,143,,172,,158,,,,,,,,,,,,,,10,,,,65,,62,66,64,,,,,
,,,,,,,47,35.5,40,,,,,R43,,,,R43,166,,179,,214,,,,,,,,,,,,,,11,,,,69,,64,69.5,72.5,,,,,
,,,,,,,,,32,12.5,17,,,R44,,,,R44,230,,144,,123,,,,,,,,,,,,,,9.5,,,,53,,73,63.5,61,,,,,
,,,,,,,,,,,12,,,R45,,,,R45,130,,175,,147,,,,,,,,,,,,,,12,,,,45.5,,62,68,63,,,,,
,,,,,,,,,7.5,19,7,,,R46,,,,R46,175,,176,,220,,262,,195,,,,,,,,,,12,,,,76,,71,67,64,71,70,,,
,,,,,,,9,25,16.5,,,,,R47,,,,R47,220,,141,,197,,204,,199,,181,,,,,,,,4.5,,,,20,,73.5,63,70,78.5,68.5,66,,
,,,,,,,,,15,,,,,R48,,,,R48,157,,140,,138,,,,,,,,,,,,,,9,,,,64,,60,60,64,,,,,
,,,,,,,,,5.5,,,,,R49,,,,R49,206,,164,,197,,,,,,,,,,,,,,11.5,,,,106,,74,65,70,,,,,
,,,,,,,,,5,,,,,R50,,,,R50,194,,156,,189,,,,,,,,,,,,,,7.5,,,,31,,66,59,69,,,,,
,,,,,,,,,30,,,,,R51,,,,R51,187,,273,,197,,189,,,,,,,,,,,,11,,,,55,,67,68,67,65.5,,,,
,,,,,,,28,,,,,,,R52,,,,R52,181,,145,,206,,,,,,,,,,,,,,13,,,,101,,67,62,67,,,,,
,,,,,,,10,,,,,,,R53,,,,R53,188,,209,,192,,,,,,,,,,,,,,12,,,,87,,64,64,71,,,,,
,,,,,,,3,,,,,,,R54,,,,R54,175,,186,,195,,,,,,,,,,,,,,10.5,,,,68,,66.5,64,66,,,,,
,,,,,,,16.5,,,,,,,R55,,,,R55,137,,177,,164,,182,,,,,,,,,,,,19,,,,80,,60,62,65,63,,,,
,,,,,,,22,25,6,,,,,R56,,,,R56,198,,264,,182,,,,,,,,,,,,,,20,,,,124,,71,68,66.5,,,,,
,,,,,,,2.5,21,8,,,,,R57,,,,R57,146,,168,,139,,205,,276,,,,,,,,,,18.5,,,,63,,64,67,62,68,72,,,
,,,8.5,18,19.5,,,,,,,,,R58,,,,R58,136,,146,,151,,,,,,,,,,,,,,10,,,,49,,61.5,62,64,,,,,
,,,,,14.5,,,,,,,,,R59,,,,R59,126,,135,,113,,,,,,,,,,,,,,7,,,,57,,62,60.5,57,,,,,
,,,,,5.5,,,,,,,,,R60,,,,R60,115,,120,,119,,121,,,,,,,,,,,,10.5,,,,64,,56,59,57,60,,,,
,,,,,8,,,,,,,,,R61,,,,R61,153,,126,,145,,,,,,,,,,,,,,11,,,,80,,64,60,63,,,,,
,,,34,69,8,39,29,,,,,,,R62,,,,R62,120,,125,,165,,188,,168,,,,,,,,,,5,,,,17,,60,60,67,69,69,,,
,,,,,,,20,,,,,,,R63,,,,R63,173,,182,,196,,,,,,,,,,,,,,9.5,,,,35,,65,68,70,,,,,
,,,,,,,5,,,,,,,R64,,,,R64,169,,177,,203,,,,,,,,,,,,,,10.5,,,,62,,68,70,68.5,,,,,
,,,,,,,22,,,,,,,R65,,,,R65,168,,199,,196,,214,,207,,,,,,,,,,11.5,,,,118,,69,68,69,70,71,,,
,,,,,,,5,,,,,,,R66,,,,R66,171,,181,,179,,214,,,,,,,,,,,,12,,,,33,,67,69,69.5,71.5,,,,
,,,,,,,11,,,,,,,R67,,,,R67,172,,204,,182,,,,,,,,,,,,,,10,,,,22,,67,70.5,68,,,,,
,,,,,,,3.5,21,4,,,,,R68,,,,R68,200,,168,,181,,209,,,,,,,,,,,,8.5,,,,43,,64,64.5,71,70.5,,,,
,,,,,,,,,2,,,,,R69,,,,R69,173,,171,,146,,,,,,,,,,,,,,11.5,,,,60,,65,64,63,,,,,
,,87.5,94,46,9,27,6.5,9,6,,,,,R70,,,,R70,186,,196,,190,,,,,,,,,,,,,,5,,,,67,,66.5,68,69,,,,,
,,,,,2.5,15,5,,,,,,,R71,,,,R71,163,,173,,178,,201,,,,,,,,,,,,7,,,,82.5,,65,56,67,71.6,,,,
,,,9,13,4,,,,,,,,,R72,,,,R72,159,,153,,179,,,,,,,,,,,,,,8,,,,109,,65,64,70,,,,,
,,108,87,63,6,20.5,10,6,11,,,,,R73,,,,R73,120,,166,,175,,,,,,,,,,,,,,5,,,,34,,59,67.5,67,,,,,
,,,,,,,,,2,,,,,R74,,,,R74,131,,103,,113,,,,,,,,,,,,,,11.5,,,,60,,62,59,58,,,,,
,,,,,2.5,18,34,,,,,,,R75,,,,R75,126,,164,,146,,,,,,,,,,,,,,7.5,,,,51,,62,66.5,65,,,,,
,,,60,39,7.5,14,12,9.5,7,,,,,R76,,,,R76,164,,162,,147,,166,,128,,165,,,,,,,,7,,,,67.5,,65,64,64,67.5,65,67,,
,,,6.5,61,10,16.5,8,,,,,,,R77,,,,R77,125,,168,,147,,165,,,,,,,,,,,,6.5,,,,53,,57,65,54,,,,,
,,,,,,,4,,,,,,,R78,,,,R78,165,,189,,197,,191,,,,,,,,,,,,9,,,,60,,68,69,66.5,69,,,,
,,,,,,,5,,,,,,,R79,,,,R79,175,,170,,193,,,,,,,,,,,,,,7,,,,62,,67,63.5,68,,,,,
,,,,,7,44.5,76,35.5,11,30,29,22,12,R80,,,,R80,188,,155,,186,,,,,,,,,,,,,,8.5,,,,42,,72,68,73,,,,,
,,,,,,,,,,,,,4.5,R81,,,,R81,132,,145,,176,,,,,,,,,,,,,,15,,,,60,,59.5,61.5,62.5,,,,,
,,,,,,,,,,,5,27,23,R82,,,,R82,152,,198,,165,,,,,,,,,,,,,,10,,,,57,,66,72,67,,,,,
,,,,,,,,,,,,,4,R83,,,,R83,151,,181,,177,,,,,,,,,,,,,,9,,,,82,,67,67,69,,,,,
,,,,,,,,,,,,,4,R84,11,,,R84,188,,226,,111,,208,,129,,,,,,,,,,8.5,,,,77,13,77,66,156,74,65,,,
,,,41,82,12.5,67,31,25,60,13,6.5,11.5,4,R85,,,,R85,104,,136,,169,,,,,,,,,,,,,,5.5,,,,63,,56,69.9,68.5,,,,,
,,,,,,,,,17,23.5,16,,,R86,,,,R86,155,,161,,152,,,,,,,,,,,,,,11,,,,54,,64,64,63.5,,,,,
,,,,,,,,,,,5,,,R87,,,,R87,217,,221,,180,,165,,,,,,,,,,,,13.5,,,,71,,68,66,70,66.5,,,,
,,,,,,,,,,,10,,,R88,,,,R88,,,,,,,,,,,,,,,,,,,5.5,,,,55,,,,,,,,,
,,,,,,,,,,,4,,,R89,,,,R89,187,,218,,197,,,,,,,,,,,,,,10,,,,71,,69,73,70,,,,,
,,,,,,,,,,,11.5,,,R90,,,,R90,195,,202,,223,,192,,,,,,,,,,,,11.5,,,,8.5,,67,68.5,69,68,,,,
,,,,,,,,,6,7.5,32,,,R91,,,,R91,168,,143,,240,,,,,,,,,,,,,,7,,,,20,,64,60,77,,,,,
,,,,,,,,,,,6,,,R92,,,,R92,110,,154,,166,,184,,,,,,,,,,,,7.5,,,,83,,57,62.6,66,64.5,,,,
,,,,,,,,,,,5.5,,,R93,,,,R93,201,,199,,,,,,,,,,,,,,,,6.5,,,,58.5,,67,66,,,,,,
,,,,,,,,,,,9.5,,,R94,,,,R94,244,,217,,165,,,,,,,,,,,,,,10,,,,29,,71,70,64.5,,,,,
,,,,,,,,,,,5.5,,,R95,,,,R95,125,,197,,,,,,,,,,,,,,,,19,,,,43,,60.5,68,,,,,,
,,,,,,,,,12.5,27.5,4.5,,,R96,,,,R96,215,,172,,181,,,,,,,,,,,,,,6.5,,,,56,,70.5,61.5,65,,,,,
,,,,,,,,,,,21.5,,,R97,,,,R97,158,,169,,178,,,,,,,,,,,,,,15,,,,88,,65,68,64,,,,,
,,,,,,,,,,,4.5,,,R98,,,,R98,214,,184,,235,,,,,,,,,,,,,,6.5,,,,77,,69,63,66.5,,,,,
,,,,,,,,,,,26,,,R99,,,,R99,158,,230,,232,,204,,,,,,,,,,,,10,,,,76,,64,72,73.5,69.5,,,,
,,,,,,,,,,,6,,,R100,,,,R100,229,,242,,,,,,,,,,,,,,,,18,,,,74,,74,73,,,,,,
,,,10,71,45,18,27,,,,,,,R101,,,,R101,137,,173,,137,,,,,,,,,,,,,,6,,,,25,,60,62,64,,,,,
,,,,,,,3,,,,,,,R102,,,,R102,143,,207,,176,,169,,,,,,,,,,,,7,,,,49.5,,67.5,70,62.5,68.5,,,,
,,,,,4.5,17.5,17,12.5,5.5,,,,,R103,,,,R103,256,,,,,,,,,,,,,,,,,,10.5,,,,67,,74,,,,,,,
,,,,,0,,,,,,,,,R104,,,,R104,178,,178,,240,,177,,156,,,,,,,,,,6.5,,,,107,,65,66,70.5,69,64,,,
,,,,,6.5,17.5,13.5,,,,,,,R105,,,,R105,161,,192,,207,,173,,164,,,,,,,,,,10,,,,98,,66.5,67.5,70.5,63.5,65.5,,,
,,,,,0,,,,,,,,,R106,,,,R106,285,,209,,186,,201,,207,,,,,,,,,,13.5,,,,110,,78,67,67,70,69.5,,,
,,,,,4,49,8,30,56,,,,,R107,,,,R107,142,,219,,169,,,,,,,,,,,,,,17.5,,,,65,,57.9,71.5,64,,,,,
